,FIRST,LAST,Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,datenbankart,LEBENDIG,AGE
69,Audie868,Rau926,aa41e1d5-72e7-d9e2-fe8a-539900f8f1ed,1937-01-05 00:00:00.000000,2023-02-15 14:31:59.426314,999-78-1083,S99923396,X70439865X,Ms.,,,S,asian,nonhispanic,F,Taunton  Massachusetts  US,209 Stokes Course Suite 71,Plymouth,Massachusetts,Plymouth County,,41.86663919847719,-70.66509454429303,1465210.0,5218.679999999999,asthma,lebend,86
70,Dolly486,Kunze215,ca20c79f-1809-7de3-cd5a-b68237473f9e,2012-09-01 00:00:00.000000,2023-02-15 14:31:59.426314,999-63-7303,,,,,,,white,nonhispanic,F,Fitchburg  Massachusetts  US,514 Collins Divide Apt 66,Quincy,Massachusetts,Norfolk County,,42.2326195485038,-71.00677329222836,220000.0,2195.72,asthma,lebend,11
71,Cherelle538,Borer986,45d974de-b6a1-3289-22d4-bcfdc09ffe98,1947-08-14 00:00:00.000000,1993-11-11 00:00:00.000000,999-91-4365,S99982095,X73678735X,Mrs.,,Daniel959,M,white,nonhispanic,F,West Tisbury  Massachusetts  US,585 Turcotte Trailer,Holden,Massachusetts,Worcester County,,42.34954375658573,-71.83871979114734,1226419.4,4004.64,asthma,tod,46
72,Ellsworth48,Langosh790,7305316d-e4ca-d607-5826-d54f2fe8a8dc,2003-04-21 00:00:00.000000,2023-02-15 14:31:59.426314,999-41-9770,S99941291,,,,,,white,nonhispanic,M,Tewksbury  Massachusetts  US,1074 Casper Tunnel Suite 88,Falmouth,Massachusetts,Barnstable County,,41.54798981979248,-70.64428693707805,469150.0,2808.16,asthma,lebend,20
73,Maile198,Spinka232,ee4fa23f-1d8f-c24e-d12e-a161b9bf81ee,1945-02-08 00:00:00.000000,2023-02-15 14:31:59.426314,999-36-9292,S99915075,X30640222X,Ms.,,,S,black,nonhispanic,F,Raynham  Massachusetts  US,574 Volkman Lock,Boston,Massachusetts,Suffolk County,2151.0,42.34260835034171,-71.0150375640381,1597815.0,5209.56,asthma,lebend,78
74,Grady603,Brekke496,e3981586-46be-9d7a-cb27-ed0e31bf34c8,1944-12-19 00:00:00.000000,2023-02-15 14:31:59.426314,999-71-9331,S99946042,X13483744X,Mr.,,,M,white,nonhispanic,M,Methuen  Massachusetts  US,880 Hauck Park Unit 12,Worcester,Massachusetts,Worcester County,1609.0,42.22321012495886,-71.82659376366466,1753950.0,5645.4,asthma,lebend,79
75,Lindsay928,Hartmann983,073897c1-ecd8-58f0-e946-7b5c54789362,1988-04-29 00:00:00.000000,2023-02-15 14:31:59.426314,999-73-1666,S99922944,X22540521X,Mr.,JD,,S,black,nonhispanic,M,Marshfield  Massachusetts  US,446 Fritsch Alley,North Brookfield,Massachusetts,Worcester County,1535.0,42.22513833917449,-72.10203289248301,707550.0,2183.12,asthma,lebend,35
76,Venetta859,Schinner682,50cb4394-35d0-e06f-4886-cfe587cadc14,2011-07-18 00:00:00.000000,2023-02-15 14:31:59.426314,999-41-5067,,,,,,,white,nonhispanic,F,Worcester  Massachusetts  US,972 Hettinger Neck,Canton,Massachusetts,Norfolk County,,42.21086183586544,-71.13749389945959,250800.0,2324.88,asthma,lebend,12
77,Will178,Daniel959,ba146f66-0200-58e4-1e0f-6075e55a2592,1977-03-19 00:00:00.000000,2023-02-15 14:31:59.426314,999-84-1705,S99933471,X7261934X,Mr.,,,M,white,nonhispanic,M,Boston  Massachusetts  US,451 Greenfelder Brook,Somerville,Massachusetts,Middlesex County,2145.0,42.43385960362368,-71.14415270727054,1001570.0,2479.76,asthma,lebend,46
78,Shannon293,Hoppe518,e56d6f11-7cab-f516-fb67-5df77a128564,1920-12-01 00:00:00.000000,2023-02-15 14:31:59.426314,999-28-7707,S99996255,X28979960X,Mr.,,,M,asian,nonhispanic,M,Cambridge  Massachusetts  US,352 Ledner Gateway Unit 83,Worcester,Massachusetts,Worcester County,1545.0,42.33553680964766,-71.76579176846883,113024.64,3720.6,asthma,lebend,103
79,Joette227,Brakus656,8b876888-eaa1-aa05-973a-7cf2f47b54e3,1962-02-23 00:00:00.000000,2023-02-15 14:31:59.426314,999-26-4009,S99935834,X1946638X,Mrs.,,Sanford861,M,white,nonhispanic,F,Hardwick  Massachusetts  US,770 Daniel Fort Suite 52,Leominster,Massachusetts,Worcester County,,42.577053142134005,-71.77725823985924,1343920.0,3679.68,asthma,lebend,61
80,Verna758,Daugherty69,4d8bdb29-779f-9854-6689-0aa74a1cd17d,1920-12-09 00:00:00.000000,2023-02-15 14:31:59.426314,999-77-4506,S99933776,X81773867X,Mrs.,,Fadel536,M,white,nonhispanic,F,West Boylston  Massachusetts  US,892 Green Path,Walpole,Massachusetts,Norfolk County,2081.0,42.188236558010026,-71.22160592950442,112894.64,10687.7,asthma,lebend,103
81,Ronald408,Nitzsche158,4150ad80-d713-837c-cb4c-9d7fede72d2d,1947-08-14 00:00:00.000000,2023-02-15 14:31:59.426314,999-94-2076,S99936553,X54304629X,Mrs.,,O'Keefe54,M,white,nonhispanic,F,Groveland  Massachusetts  US,335 Christiansen Loaf Suite 76,Holden,Massachusetts,Worcester County,,42.33638073387085,-71.89309973874195,1745840.0,5367.92,asthma,lebend,76
82,Lavern240,Bradtke547,a73f4bc2-7c9f-e2d8-4aea-15a297ddbee9,2002-06-27 00:00:00.000000,2023-02-15 14:31:59.426314,999-35-9553,S99913264,,Mr.,,,,white,nonhispanic,M,Taunton  Massachusetts  US,121 O'Kon Vale Unit 28,Medford,Massachusetts,Middlesex County,2155.0,42.46946339308558,-71.07794748810717,466920.0,2767.32,asthma,lebend,21
83,Kaylene27,Kassulke119,14c32446-e12d-33e5-df9d-005cff0cad6e,2005-11-25 00:00:00.000000,2023-02-15 14:31:59.426314,999-41-1780,,,,,,,white,nonhispanic,F,Chelmsford  Massachusetts  US,902 Crona Grove,Montague,Massachusetts,Franklin County,,42.53449003213324,-72.50141453028972,343970.0,2900.68,asthma,lebend,18
84,Theron432,Baumbach677,6c550e7a-92d4-f733-57bb-57407064af40,1977-08-20 00:00:00.000000,2023-02-15 14:31:59.426314,999-73-5824,S99966739,X55933815X,Mr.,,,M,white,nonhispanic,M,Burlington  Massachusetts  US,911 Farrell Annex Unit 35,Norwood,Massachusetts,Norfolk County,,42.23780717031766,-71.24500007894443,940125.0,2324.76,asthma,lebend,46
85,Clementine778,Paucek755,df4b44d2-94db-6c1c-1794-fdfabb77a89f,1980-01-17 00:00:00.000000,2023-02-15 14:31:59.426314,999-66-8087,S99999260,X84190189X,Mrs.,,Rogahn59,M,white,nonhispanic,F,Paris  Ile-de-France  FR,970 Denesik Divide Apt 20,Springfield,Massachusetts,Hampden County,1107.0,42.14657913288773,-72.65667902819311,838800.0,2120.6,asthma,lebend,43
86,Tamala194,Mitchell808,86449cbb-59cb-0b4a-ef9a-3644c7cbce44,2002-01-06 00:00:00.000000,2023-02-15 14:31:59.426314,999-96-9361,S99995439,,Ms.,,,,black,nonhispanic,F,Braintree  Massachusetts  US,665 Ryan Rue,Amherst,Massachusetts,Hampshire County,,42.334012926246864,-72.51349051014894,57728.32,2509.0,asthma,lebend,21
87,Carolyne559,Grady603,ac6f84d1-ebd1-a2b8-b3ca-25fe225723ca,2015-01-02 00:00:00.000000,2023-02-15 14:31:59.426314,999-82-6740,,,,,,,white,nonhispanic,F,Brockton  Massachusetts  US,181 Torphy Common Unit 13,Brookline,Massachusetts,Norfolk County,,42.285515020320254,-71.17376127061303,151200.0,1808.24,asthma,lebend,8
88,Dexter530,Boehm581,23f68ac5-f02f-8d4f-1cea-abde855da564,1990-03-27 00:00:00.000000,2023-02-15 14:31:59.426314,999-38-5812,S99964134,X69919689X,Mr.,,,M,white,nonhispanic,M,Ashland  Massachusetts  US,499 Koch Light Suite 51,Pepperell,Massachusetts,Middlesex County,1463.0,42.62536365205428,-71.56624712516573,776340.0,2563.96,asthma,lebend,33
89,Filomena215,Wolff180,95c1d87c-97fc-a4cb-80aa-210ed1eacd7d,2014-02-12 00:00:00.000000,2023-02-15 14:31:59.426314,999-75-2992,,,,,,,white,nonhispanic,F,West Springfield  Massachusetts  US,1089 Upton Underpass,Barnstable,Massachusetts,Barnstable County,2648.0,41.61933886269406,-70.41062131291196,141100.0,1937.4,asthma,lebend,9
90,Giuseppina753,Baumbach677,bfde1f9b-15ca-a382-ae0d-94e9c7cfe51e,1992-04-03 00:00:00.000000,2023-02-15 14:31:59.426314,999-86-2898,S99999703,X3391351X,Mrs.,,Sawayn19,M,white,nonhispanic,F,Harwich  Massachusetts  US,815 Wyman Rue Suite 78,Fall River,Massachusetts,Bristol County,2790.0,41.7239796813933,-71.17088281195589,760210.0,2793.96,asthma,lebend,31
91,Rosalinda949,Turner526,ab807b50-0b09-3f4c-aa01-d99bf76c20e6,1983-09-03 00:00:00.000000,2023-02-15 14:31:59.426314,999-89-3299,S99983750,X10816275X,Ms.,,,S,white,nonhispanic,F,Dover  Massachusetts  US,591 Beier Quay Suite 3,Brookline,Massachusetts,Norfolk County,2467.0,42.29590783970083,-71.18646565388903,853230.0,2361.44,asthma,lebend,40
92,Noble66,Wiegand701,0362bcda-8cf6-9287-c261-44daab0b41ad,1948-07-18 00:00:00.000000,2023-02-15 14:31:59.426314,999-65-5155,S99951936,X22006740X,Mr.,,,M,white,nonhispanic,M,Boylston  Massachusetts  US,136 O'Connell Vista Suite 26,West Tisbury,Massachusetts,Dukes County,,41.43122968480238,-70.66117804791516,1665170.0,5187.92,asthma,lebend,75
93,Duncan491,Johnston597,24c4155a-4294-58cb-2853-69fe1cd5ef62,1994-06-09 00:00:00.000000,2023-02-15 14:31:59.426314,999-87-7682,S99975953,X32136011X,Mr.,,,,white,nonhispanic,M,Haverhill  Massachusetts  US,1003 Zieme Road,Palmer,Massachusetts,Hampden County,1057.0,42.21281506993526,-72.3525634668122,80950.0,2674.8,asthma,lebend,29
94,Charley358,Kuphal363,05c313ac-edec-1006-ed2d-7776ea1921ba,1980-09-21 00:00:00.000000,2023-02-15 14:31:59.426314,999-21-4825,S99996192,X15377676X,Mr.,,,M,black,nonhispanic,M,Dennis  Massachusetts  US,665 Kris Trafficway Apt 45,West Brookfield,Massachusetts,Worcester County,1585.0,42.22140899039229,-72.12020692598361,98922.44,2098.16,asthma,lebend,43
95,Alfredo17,Haag279,25d56e8d-f03c-292b-8674-a3d9366066d6,2013-11-15 00:00:00.000000,2023-02-15 14:31:59.426314,999-90-6755,,,,,,,white,nonhispanic,M,Andover  Massachusetts  US,1093 Lemke Stravenue Unit 93,Medfield,Massachusetts,Norfolk County,2052.0,42.23449772854746,-71.26039549599157,21500.0,2066.56,asthma,lebend,10
96,Janita977,Collier206,c1467e65-6c54-69d9-4273-330aac0456fa,2008-08-08 00:00:00.000000,2023-02-15 14:31:59.426314,999-90-7968,,,,,,,white,nonhispanic,F,Swampscott  Massachusetts  US,369 Hand Landing,Newton,Massachusetts,Middlesex County,2464.0,42.35052943627074,-71.18060379703557,298000.0,2712.36,asthma,lebend,15
97,Lyndon118,McLaughlin530,309dd4dd-5e65-09b0-4c4b-f2b874dfb9bd,1973-01-06 00:00:00.000000,2023-02-15 14:31:59.426314,999-33-6231,S99919684,X70538603X,Mr.,,,M,white,nonhispanic,M,Quincy  Massachusetts  US,693 Abbott Parade Apt 96,Whitman,Massachusetts,Plymouth County,,42.029279882888346,-70.90496855542989,1096640.0,2668.08,asthma,lebend,50
98,Carolann504,Bradtke547,b2f97ce7-0cca-a165-3529-6861a6739bb2,2003-09-20 00:00:00.000000,2023-02-15 14:31:59.426314,999-20-4231,S99939813,,,,,,white,nonhispanic,F,Walpole  Massachusetts  US,452 Hahn Gardens Suite 51,Waltham,Massachusetts,Middlesex County,2453.0,42.380903427485485,-71.23096912259821,375075.0,2683.16,asthma,lebend,20
99,Lessie363,Reilly981,abfd00e9-631f-331c-8842-89fc70471128,2019-08-07 00:00:00.000000,2023-02-15 14:31:59.426314,999-25-8287,,,,,,,white,nonhispanic,F,Lexington  Massachusetts  US,296 Schowalter Wall Apt 88,Brookline,Massachusetts,Norfolk County,2467.0,42.37514877653437,-71.15809637585284,32300.0,904.12,asthma,lebend,4
100,Josh874,Considine820,4800e8b4-6347-0ce6-f60b-e34dfafd7452,1983-12-31 00:00:00.000000,2023-02-15 14:31:59.426314,999-23-2575,S99936468,X68494873X,Mr.,,,S,black,nonhispanic,M,Hingham  Massachusetts  US,335 Schimmel Common Unit 8,Norton,Massachusetts,Bristol County,,41.96001629661656,-71.2070841280609,978340.0,2722.28,asthma,lebend,40
101,Maida946,Turner526,4d0e90b0-905b-f4a0-a1ca-e6ddc8802da1,2008-06-07 00:00:00.000000,2023-02-15 14:31:59.426314,999-83-9573,,,,,,,white,nonhispanic,F,Arlington  Massachusetts  US,474 Gutkowski Meadow Suite 97,Ludlow,Massachusetts,Hampden County,,42.14818366660982,-72.50113611380316,256700.0,2712.36,asthma,lebend,15
102,Asia282,Pollich983,4432ac67-387a-a0fb-5fcf-c615077975d8,1978-10-19 00:00:00.000000,2023-02-15 14:31:59.426314,999-84-3275,S99923929,X73480419X,Mrs.,,Beahan375,M,white,nonhispanic,F,Springfield  Massachusetts  US,769 Keebler Village Suite 19,Scituate,Massachusetts,Plymouth County,,42.23979648754531,-70.74693711287529,1015950.0,2699.76,asthma,lebend,45
103,Carmelia328,Gibson10,8314eee9-ee13-9496-20a3-9b794e8eec18,1969-08-11 00:00:00.000000,2023-02-15 14:31:59.426314,999-67-1523,S99960187,X6348333X,Mrs.,,Cremin516,M,white,nonhispanic,F,Boston  Massachusetts  US,755 Corkery Glen Unit 40,Woburn,Massachusetts,Middlesex County,,42.49655703005595,-71.19495367199416,1359215.0,3480.56,asthma,lebend,54
104,Teresa94,Kemmer137,07eba352-b179-b76b-8d11-c3f18219e6e4,1957-02-20 00:00:00.000000,2023-02-15 14:31:59.426314,999-71-4207,S99932568,X15732556X,Mrs.,,Bednar518,M,white,nonhispanic,F,Bedford  Massachusetts  US,1032 Hane Haven,Deerfield,Massachusetts,Franklin County,1342.0,42.48042442574933,-72.58995626614018,1460030.0,4115.48,asthma,lebend,66
105,Clifford177,Hettinger594,0dce3c3e-b67b-ef81-36d9-a599814fd815,1989-02-23 00:00:00.000000,2023-02-15 14:31:59.426314,999-33-6457,S99951224,X2223060X,Mr.,,,M,white,hispanic,M,Boston  Massachusetts  US,579 Cruickshank Bypass,Groveland,Massachusetts,Essex County,,42.7851457477898,-71.05552616462458,689475.0,2258.12,asthma,lebend,34
106,Milo271,Friesen796,02a7f4d7-38d5-ed55-77b2-e7a3a93ec257,1984-07-21 00:00:00.000000,2023-02-15 14:31:59.426314,999-85-7811,S99974521,X18361227X,Mr.,,,M,white,nonhispanic,M,Marshfield  Massachusetts  US,662 Thiel Avenue Apt 29,Hinsdale,Massachusetts,Berkshire County,,42.40348097500169,-73.07940373802178,965140.0,2722.28,asthma,lebend,39
107,Nichole96,Fahey393,be9b71fe-536a-abdd-9937-7e833197a878,1961-02-23 00:00:00.000000,2023-02-15 14:31:59.426314,999-50-8320,S99990327,X42974083X,Ms.,,,S,white,nonhispanic,F,Chelmsford  Massachusetts  US,388 Breitenberg Center Unit 37,Fall River,Massachusetts,Bristol County,2790.0,41.71770170587213,-71.12496974933012,1366790.0,3738.84,asthma,lebend,62
108,Nella762,Ritchie586,1be5feb2-f30c-cdf7-828c-cf710a2a2b21,1970-10-11 00:00:00.000000,2023-02-15 14:31:59.426314,999-34-3291,S99910847,X73994666X,Ms.,,,S,white,nonhispanic,F,Boston  Massachusetts  US,867 Hartmann Fork Apt 25,Hull,Massachusetts,Plymouth County,2045.0,42.334931782890216,-70.87588194809251,1087875.0,2691.4,asthma,lebend,53
109,Alvina833,Mohr916,ae6f8c00-0229-9eff-bbd2-fc28d438b4d3,1955-03-08 00:00:00.000000,2023-02-15 14:31:59.426314,999-55-6513,S99952419,X21519932X,Mrs.,,Strosin214,M,white,nonhispanic,F,Springfield  Massachusetts  US,739 Dooley Branch Apt 43,Malden,Massachusetts,Middlesex County,2148.0,42.437759635272585,-71.09023670841273,202150.0,4703.799999999999,asthma,lebend,68
110,Malik994,Armstrong51,93a263fe-45b8-fb57-054b-f6cc4543afd6,1968-10-13 00:00:00.000000,2023-02-15 14:31:59.426314,999-40-1393,S99920822,X17962191X,Mr.,,,M,white,nonhispanic,M,Revere  Massachusetts  US,616 Kuhic Divide Suite 40,Attleboro,Massachusetts,Bristol County,2861.0,41.88057433026654,-71.3503335574254,1256145.0,3279.72,asthma,lebend,55
111,Jim478,Pagac496,c7e8af8e-0201-a3ac-f8fc-d88dc0e743c3,2009-06-30 00:00:00.000000,2023-02-15 14:31:59.426314,999-38-7739,,,,,,,asian,hispanic,M,Boston  Massachusetts  US,931 Schumm Light Unit 61,Quincy,Massachusetts,Norfolk County,2186.0,42.25953868228887,-71.12646244713476,234600.0,2583.2,asthma,lebend,14
112,Rashad361,Mertz280,43789521-1da5-714d-842d-5b08b0d6e4d6,1994-03-10 00:00:00.000000,2023-02-15 14:31:59.426314,999-16-9167,S99993845,X40829771X,Mr.,,,,white,nonhispanic,M,Medfield  Massachusetts  US,944 Schneider Mill Unit 38,Somerset,Massachusetts,Bristol County,2726.0,41.72376457823104,-71.12812933574531,677400.0,2674.8,asthma,lebend,29
113,Sal878,Dare640,3218cc09-4b1f-dd97-00a8-50fad8fd8c84,2007-09-22 00:00:00.000000,2023-02-15 14:31:59.426314,999-20-7501,,,,,,,white,nonhispanic,M,Agawam  Massachusetts  US,844 Powlowski Plaza,Seekonk,Massachusetts,Bristol County,,41.84478727620647,-71.33556657008448,19924.88,516.64,asthma,lebend,16
114,Federico589,Prohaska837,be2eb900-38f6-5f23-b5d9-88ed4fbacfa0,1996-12-29 00:00:00.000000,2023-02-15 14:31:59.426314,999-91-7989,S99945452,X3635168X,Mr.,,,,white,nonhispanic,M,Templeton  Massachusetts  US,245 Kling Bay,Fall River,Massachusetts,Bristol County,2720.0,41.75651331848066,-71.16313927698485,490960.0,2385.64,asthma,lebend,27
115,Darwin703,Jenkins714,db21a408-f4b7-a1ef-600d-724e6fe3422a,2003-05-17 00:00:00.000000,2023-02-15 14:31:59.426314,999-62-1427,S99941715,,,,,,white,nonhispanic,M,Fall River  Massachusetts  US,571 Muller Quay,Springfield,Massachusetts,Hampden County,,42.05056748929052,-72.54525117683514,403500.0,2658.16,asthma,lebend,20
116,Eddie505,McCullough561,a50750a7-e82c-6cab-84d5-ab00d3f55869,1958-08-17 00:00:00.000000,2023-02-15 14:31:59.426314,999-27-9247,S99958713,X85906415X,Mr.,,,M,white,nonhispanic,M,Bolton  Massachusetts  US,1024 Ziemann Glen Apt 50,Taunton,Massachusetts,Bristol County,,41.8813773419616,-71.1269808579132,1500470.0,4246.32,asthma,lebend,65
117,Nichelle912,Konopelski743,1969dea1-7147-beb1-d041-addb942250d4,1951-09-24 00:00:00.000000,2023-02-15 14:31:59.426314,999-85-4813,S99929634,X46285924X,Mrs.,,Vandervort697,M,white,nonhispanic,F,Hopedale  Massachusetts  US,666 Cole Landing,Middleton,Massachusetts,Essex County,,42.60038297504969,-71.05572968122414,1575610.0,4631.28,asthma,lebend,72
118,Michale231,Lebsack687,ce2d892e-5f8d-2e90-887c-c9901b1044db,2009-10-27 00:00:00.000000,2023-02-15 14:31:59.426314,999-93-7466,,,,,,,white,nonhispanic,M,Saugus  Massachusetts  US,215 Deckow Annex Unit 53,Brockton,Massachusetts,Plymouth County,2351.0,42.07542847524872,-70.99524326215453,23537.4,645.8,asthma,lebend,14
119,Noble66,Tillman293,b9551e4e-d842-3703-8c73-fcf9e2188096,1976-12-03 00:00:00.000000,2023-02-15 14:31:59.426314,999-52-4792,S99924408,X5177807X,Mr.,,,S,white,nonhispanic,M,Taunton  Massachusetts  US,584 Schamberger Promenade Suite 31,Lawrence,Massachusetts,Essex County,1843.0,42.7378100912161,-71.1664031279841,954525.0,2324.76,asthma,lebend,47
120,Leonia336,Tillman293,19a12ca9-28b5-3f79-0122-17950d6c1070,1973-09-16 00:00:00.000000,2023-02-15 14:31:59.426314,999-15-3446,S99989933,X69529522X,Mrs.,,Nikolaus26,M,white,nonhispanic,F,Cambridge  Massachusetts  US,456 Larkin Station,Middleton,Massachusetts,Essex County,,42.60495263494106,-71.0454968881478,974869.23,2397.24,asthma,lebend,50
121,Refugio197,Kovacek682,9c47160d-8b3d-1a7b-1340-14ca9675aa2b,1959-07-29 00:00:00.000000,2023-02-15 14:31:59.426314,999-64-8248,S99940139,X9440289X,Mr.,,,M,white,hispanic,M,Barnstable  Massachusetts  US,410 Franecki Mission Unit 8,Peabody,Massachusetts,Essex County,1960.0,42.53424033464088,-70.93338547437052,1549980.0,4307.16,asthma,lebend,64
122,Freeman822,Fahey393,dd8f919d-0326-b060-dca4-ea73fe2406a4,1985-07-05 00:00:00.000000,2023-02-15 14:31:59.426314,999-62-5811,S99975451,X81495135X,Mr.,,,M,native,nonhispanic,M,Bourne  Massachusetts  US,1043 Veum Hollow Apt 2,Springfield,Massachusetts,Hampden County,1118.0,42.21901864608684,-72.61068283364227,896280.0,2582.28,asthma,lebend,38
123,Rossana121,Conn188,bb14e4da-0e99-4129-aa72-7f77b082e9ee,1990-09-15 00:00:00.000000,2023-02-15 14:31:59.426314,999-79-1331,S99949986,X84435586X,Mrs.,,Gulgowski816,M,white,nonhispanic,F,Groton  Massachusetts  US,406 Hackett Neck Suite 0,Somerville,Massachusetts,Middlesex County,2144.0,42.38820230664926,-71.1225662763398,693280.0,2323.96,asthma,lebend,33
124,Rashad361,Williamson769,7fbfa068-b371-c33a-19f6-ab9e1857f57a,1962-01-26 00:00:00.000000,2023-02-15 14:31:59.426314,999-43-6960,S99933691,X83504679X,Mr.,,,M,white,nonhispanic,M,Chicopee  Massachusetts  US,231 Wehner Bridge,Braintree,Massachusetts,Norfolk County,2184.0,42.213388708397325,-71.00648559981829,1486860.0,4039.68,asthma,lebend,61
125,Peg114,Runolfsdottir785,f3f964f9-15ec-8683-98db-c36d8f16447a,1986-09-04 00:00:00.000000,2023-02-15 14:31:59.426314,999-86-9767,S99916846,X54177353X,Mrs.,,Block661,M,white,hispanic,F,Pittsfield  Massachusetts  US,241 Kemmer Viaduct,Boston,Massachusetts,Suffolk County,2115.0,42.34674978203413,-71.08638750126387,825820.0,2442.28,asthma,lebend,37
126,Lorretta561,Stoltenberg489,dbdbb2e6-18b0-e912-4b8c-8917a49a0a16,1980-05-10 00:00:00.000000,2023-02-15 14:31:59.426314,999-85-6238,S99969248,X16662448X,Mrs.,,Spencer878,M,white,nonhispanic,F,Leicester  Massachusetts  US,894 Carter Mill,Springfield,Massachusetts,Hampden County,,42.14215800875305,-72.64216081017578,880650.0,2270.6,asthma,lebend,43
127,Brent147,Hintz995,f2464d6c-3cb5-7357-67cf-05acdaa64e3c,1998-04-30 00:00:00.000000,2023-02-15 14:31:59.426314,999-86-1422,S99916535,X77721324X,Mr.,,,,white,nonhispanic,M,Methuen  Massachusetts  US,139 Gerhold Promenade,Boston,Massachusetts,Suffolk County,2152.0,42.28907851638546,-70.98121378656812,545040.0,2705.64,asthma,lebend,25
128,Lakesha141,Simonis280,7ab56f2b-5600-1ed0-6bb7-e6c8c690b729,1980-01-06 00:00:00.000000,2023-02-15 14:31:59.426314,999-18-6477,S99968474,X88544905X,Mrs.,,Bogan287,M,white,nonhispanic,F,Mashpee  Massachusetts  US,547 Bernhard Road Suite 16,Chelmsford,Massachusetts,Middlesex County,,42.57543157159255,-71.32028732233277,887850.0,2270.6,asthma,lebend,43
129,Rebekah348,Kunde533,29808e96-644f-604b-6588-ee9523a8f9c2,1993-03-13 00:00:00.000000,2023-02-15 14:31:59.426314,999-87-7545,S99916954,X41318503X,Mrs.,,Howell947,M,white,nonhispanic,F,Waltham  Massachusetts  US,650 Shanahan Extension,Wayland,Massachusetts,Middlesex County,,42.31361342985387,-71.3721904767937,636070.0,2404.8,asthma,lebend,30
130,Carlos172,Quezada963,e95f013a-3822-6574-1a6f-b0d496885058,1974-06-03 00:00:00.000000,2023-02-15 14:31:59.426314,999-62-5410,S99994000,X7348806X,Mr.,,,M,white,hispanic,M,Ponce  Puerto Rico  PR,497 Kutch Esplanade Suite 92,Boston,Massachusetts,Suffolk County,2119.0,42.35727330982592,-71.0526152961941,1175820.0,2988.08,asthma,lebend,49
131,Dedra50,Hagenes547,c0568897-b45b-05ae-7b09-eb4d01d36cc1,1963-06-23 00:00:00.000000,2023-02-15 14:31:59.426314,999-61-1758,S99915710,X62678924X,Ms.,,,S,white,nonhispanic,F,Worcester  Massachusetts  US,569 Conn Quay,Newton,Massachusetts,Middlesex County,2465.0,42.32681028274737,-71.20567588435912,1522180.0,4090.52,asthma,lebend,60
132,Divina723,Lind531,937fc4a4-222c-5674-46bf-5dea952eb0d7,1958-01-03 00:00:00.000000,2023-02-15 14:31:59.426314,999-24-2887,S99924320,X86321431X,Mrs.,,Corkery305,M,white,nonhispanic,F,Quincy  Massachusetts  US,1035 Greenholt Meadow Apt 16,Attleboro,Massachusetts,Bristol County,,41.91793142632981,-71.3739855577963,1589880.0,4436.32,asthma,lebend,65
